Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),Methanol based Ea (kJ/mol)
7.3089,Null,0.0,Null,0.0,3.07408124,Hydrothermal,300.0,3.0,168.0,1,3.0,10.77373435,23.0
7.3089,Null,0.0,Null,0.0,3.079613758,Hydrothermal,300.0,3.0,221.0,1,3.0,10.77373435,23.0
7.3089,Null,0.0,Null,0.0,3.079613758,Hydrothermal,300.0,3.0,246.0,1,3.0,10.77373435,23.0
0.9709,Null,0.0,Al,0.176,3.502549876,Co-precipitation,400.0,4.0,270.0,50,3.0,10.5865844,71.128
0.9,Null,0.0,Null,0.0,3.210843653,Reverse co-precipitation,550.0,2.0,260.0,50,3.0,8.006367568,10.1
0.9,Null,0.0,Null,0.0,3.210843653,Reverse co-precipitation,550.0,2.0,260.0,50,3.0,8.006367568,15.4
0.9,Null,0.0,Null,0.0,3.210843653,Reverse co-precipitation,550.0,2.0,260.0,50,3.0,8.006367568,16.8
0.5,Null,0.0,Al,0.167,3.339321978,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,24.18053501
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,24.18053501
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,24.18053501
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,24.18053501
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,21.62861423
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,21.62861423
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,21.62861423
0.5,Null,0.0,Al,0.167,4.465908119,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,21.62861423
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,23.31663639
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,23.31663639
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,23.31663639
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,23.31663639
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,20.22875389
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,20.22875389
0.5,Null,0.0,Al,0.167,4.59511985,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,20.22875389
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,20.22875389
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,21.75640985
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,21.75640985
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,21.75640985
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,21.75640985
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,200.0,30,3.0,10.08580911,16.60226633
0.5,Null,0.0,Al,0.167,3.786459782,MOF-derived,350.0,3.0,225.0,30,3.0,10.08580911,16.60226633
0.5,Null,0.0,Al,0.167,3.068052935,MOF-derived,350.0,3.0,250.0,30,3.0,10.08580911,16.60226633
0.5,Null,0.0,Al,0.167,3.068052935,MOF-derived,350.0,3.0,275.0,30,3.0,10.08580911,16.60226633
0.5,Null,0.0,Null,0.0,6.629363253,Mechanical grinding,260.0,4.0,190.0,50,3.0,8.699514748,15.02156945
0.5,Null,0.0,Null,0.0,6.03068526,Mechanical grinding,260.0,4.0,200.0,50,3.0,8.699514748,15.02156945
0.5,Null,0.0,Null,0.0,5.046002438,Mechanical grinding,260.0,4.0,210.0,50,3.0,8.699514748,15.02156945
0.2753,Null,0.0,Zr,0.2167,4.041295341,MOF-derived,330.0,4.0,180.0,40,3.0,10.59663473,30.99559904
0.2753,Null,0.0,Zr,0.2167,3.994524227,MOF-derived,330.0,4.0,190.0,40,3.0,10.59663473,30.99559904
0.2753,Null,0.0,Zr,0.2167,4.567468319,MOF-derived,330.0,4.0,200.0,40,3.0,10.59663473,30.99559904
0.2753,Null,0.0,Zr,0.2167,4.567468319,MOF-derived,330.0,4.0,210.0,40,3.0,10.59663473,30.99559904
0.2753,Null,0.0,Zr,0.2167,4.567468319,MOF-derived,330.0,4.0,220.0,40,3.0,10.59663473,30.99559904
0.5,Null,0.0,Al,0.1667,4.025351691,Co-precipitation,350.0,3.0,180.0,40,3.0,10.59663473,36.44359505
0.5,Null,0.0,Al,0.1667,4.025351691,Co-precipitation,350.0,3.0,200.0,40,3.0,10.59663473,36.44359505
0.5,Null,0.0,Al,0.1667,3.912023005,Co-precipitation,350.0,3.0,220.0,40,3.0,10.59663473,36.44359505
0.2753,UiO-66,0.2167,Null,0.0,3.852007176405748,MOF-derived,250.0,2.0,180.0,40,3.0,10.59663473,68.26519509
0.2753,UiO-66,0.2167,Null,0.0,4.816869859475408,MOF-derived,250.0,2.0,200.0,40,3.0,10.59663473,68.26519509
0.2753,UiO-66,0.2167,Null,0.0,3.313159760453921,MOF-derived,250.0,2.0,220.0,40,3.0,10.59663473,68.26519509
0.2753,UiO-66,0.2167,Null,0.0,2.58021683,MOF-derived,250.0,2.0,240.0,40,3.0,10.59663473,68.26519509
0.2753,UiO-66,0.2167,Null,0.0,2.58021683,MOF-derived,250.0,2.0,260.0,40,3.0,10.59663473,68.26519509
0.54,Null,0.0,Zr,1.4965,3.663561646,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,41.09790632
0.54,Null,0.0,Zr,1.4965,3.713572067,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,41.09790632
0.54,Null,0.0,Zr,1.4965,3.610917913,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,41.09790632
0.54,Null,0.0,Zr,1.4965,4.905274778,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,61.356475
0.54,Null,0.0,Zr,1.4965,4.905274778,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,52.22798197
0.54,Null,0.0,Zr,1.4965,4.905274778,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,52.22798197
0.54,Null,0.0,Zr,1.4965,4.836281907,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,56.31778345
0.54,Null,0.0,Zr,1.4965,5.062595033,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,56.31778345
0.54,Null,0.0,Zr,1.4965,5.062595033,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,56.31778345
0.54,Null,0.0,Zr,1.4965,5.062595033,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,56.31778345
0.54,Null,0.0,Zr,1.4965,5.117993812,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,57.74110917
0.54,Null,0.0,Zr,1.4965,5.117993812,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,57.74110917
0.54,Null,0.0,Zr,1.4965,4.96284463,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,57.74110917
0.54,Null,0.0,Zr,1.4965,4.96284463,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,57.74110917
0.54,Null,0.0,Zr,1.4965,4.859812404,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,57.92854083
0.54,Null,0.0,Zr,1.4965,4.859812404,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,57.92854083
0.54,Null,0.0,Zr,1.4965,4.859812404,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,57.92854083
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,57.92854083
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,58.37422402
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,58.37422402
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,58.37422402
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,58.37422402
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,67.31761415
0.54,Null,0.0,Zr,1.4965,4.158883083,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,67.31761415
0.54,Null,0.0,Zr,1.4965,2.917770732,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,67.31761415
0.54,Null,0.0,Zr,1.4965,3.645449896,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,67.31761415
0.54,Null,0.0,Zr,1.4965,4.232656178,Impregnation,500.0,3.0,200.0,30,3.0,8.213381737,43.49926309
0.54,Null,0.0,Zr,1.4965,4.092676505,Impregnation,500.0,3.0,225.0,30,3.0,8.213381737,39.3792393
0.54,Null,0.0,Zr,1.4965,4.313480092,Impregnation,500.0,3.0,250.0,30,3.0,8.213381737,39.3792393
0.54,Null,0.0,Zr,1.4965,3.826029292,Impregnation,500.0,3.0,275.0,30,3.0,8.213381737,39.3792393
2.25,Ni,0.6875,Cr,0.75,3.044522438,Co-precipitation,400.0,4.0,200.0,30,2.0,9.169518377,44.87499164
2.25,Ni,0.6875,Cr,0.75,3.044522438,Co-precipitation,400.0,4.0,250.0,30,2.0,9.169518377,44.87499164
2.25,Ni,0.6875,Cr,0.75,3.044522438,Co-precipitation,400.0,4.0,300.0,30,2.0,9.169518377,44.87499164
2.25,Ni,0.6875,Cr,0.75,2.995732274,Co-precipitation,400.0,4.0,350.0,30,2.0,9.169518377,44.87499164
4.1549,Ni,0.1268,Cr,0.5211,2.995732274,Co-precipitation,400.0,4.0,200.0,30,2.0,9.169518377,50.99976058
4.1549,Ni,0.1268,Cr,0.5211,2.995732274,Co-precipitation,400.0,4.0,250.0,30,2.0,9.169518377,50.99976058
4.1549,Ni,0.1268,Cr,0.5211,4.17438727,Co-precipitation,400.0,4.0,300.0,30,2.0,9.169518377,50.99976058
4.1549,Ni,0.1268,Cr,0.5211,4.17438727,Co-precipitation,400.0,4.0,350.0,30,2.0,9.169518377,50.99976058
10.6286,Ni,0.2571,Cr,0.8286,4.298645026,Co-precipitation,400.0,4.0,200.0,30,2.0,9.169518377,38.23781148
10.6286,Ni,0.2571,Cr,0.8286,4.298645026,Co-precipitation,400.0,4.0,250.0,30,2.0,9.169518377,31.79281363
10.6286,Ni,0.2571,Cr,0.8286,4.298645026,Co-precipitation,400.0,4.0,300.0,30,2.0,9.169518377,31.79281363
0.6593,Null,0.0,Zr,0.4204,2.785011242,Co-precipitation,400.0,4.0,200.0,50,3.9,10.1266311,41.84455238
0.6593,Null,0.0,Zr,0.4204,3.555348061,Co-precipitation,400.0,4.0,220.0,50,3.9,10.1266311,41.84455238
0.6593,Null,0.0,Zr,0.4204,3.555348061,Co-precipitation,400.0,4.0,240.0,50,3.9,10.1266311,41.84455238
0.6593,Null,0.0,Zr,0.4204,3.555348061,Co-precipitation,400.0,4.0,260.0,50,3.9,10.1266311,41.84455238
0.9286,Null,0.0,Zr,0.3551,3.765840495,Co-precipitation,400.0,4.0,200.0,50,3.9,10.1266311,41.84891248
0.9286,Null,0.0,Zr,0.3551,3.765840495,Co-precipitation,400.0,4.0,220.0,50,3.9,10.1266311,41.84891248
0.9286,Null,0.0,Zr,0.3551,3.765840495,Co-precipitation,400.0,4.0,240.0,50,3.9,10.1266311,41.84891248
0.9286,Null,0.0,Zr,0.3551,3.765840495,Co-precipitation,400.0,4.0,260.0,50,3.9,10.1266311,41.84891248
0.4,Null,0.0,Zr,0.6,3.985273467,Reverse co-precipitation,400.0,4.0,200.0,40,3.0,8.594154233,37.0
0.4,Null,0.0,Zr,0.6,3.985273467,Reverse co-precipitation,400.0,4.0,220.0,40,3.0,8.594154233,37.0
0.4,Null,0.0,Zr,0.6,4.322807275,Reverse co-precipitation,400.0,4.0,240.0,40,3.0,8.594154233,37.0
0.4,Null,0.0,Zr,0.003503311,4.614129927,Impregnation,400.0,4.0,200.0,40,3.0,8.594154233,35.0
0.4,Null,0.0,Zr,0.003503311,4.614129927,Impregnation,400.0,4.0,220.0,40,3.0,8.594154233,35.0
0.4,Null,0.0,Zr,0.003503311,4.614129927,Impregnation,400.0,4.0,240.0,40,3.0,8.594154233,35.0
0.4,Null,0.0,Zr,0.008784684,4.427238977,Impregnation,400.0,4.0,200.0,40,3.0,8.594154233,31.0
0.4,Null,0.0,Zr,0.008784684,4.374498368,Impregnation,400.0,4.0,220.0,40,3.0,8.594154233,31.0
0.4,Null,0.0,Zr,0.008784684,3.955082495,Impregnation,400.0,4.0,240.0,40,3.0,8.594154233,31.0
0.4,Null,0.0,Zr,0.012323328,6.403574198,Impregnation,400.0,4.0,200.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.012323328,5.601380541,Impregnation,400.0,4.0,220.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.012323328,5.601380541,Impregnation,400.0,4.0,240.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.017658103,6.740755738,Impregnation,400.0,4.0,200.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.017658103,6.740755738,Impregnation,400.0,4.0,220.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.017658103,6.740755738,Impregnation,400.0,4.0,240.0,40,3.0,8.594154233,34.0
0.4,Null,0.0,Zr,0.024821633,5.010635294,Impregnation,400.0,4.0,200.0,40,3.0,8.594154233,35.0
0.4,Null,0.0,Zr,0.024821633,5.010635294,Impregnation,400.0,4.0,220.0,40,3.0,8.594154233,35.0
0.4,Null,0.0,Zr,0.024821633,5.010635294,Impregnation,400.0,4.0,240.0,40,3.0,8.594154233,35.0
3.154425961,UiO-66,0.24,Null,0.0,1.589235205,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,73.43926944
3.154425961,UiO-66,0.3273906,Null,0.0,1.280933845,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,73.43926944
3.154425961,UiO-66,0.3273906,Null,0.0,0.405465108,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,73.43926944
3.154425961,UiO-66,0.52,Null,0.0,-0.223143551,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,73.43926944
3.154425961,UiO-66,0.52,Null,0.0,4.092175545,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,73.43926944
2.349251433,UiO-66,0.52,Null,0.0,3.936130081,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,75.28796162
2.349251433,UiO-66,0.52,Null,0.0,3.752323627,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,75.28796162
2.349251433,UiO-66,0.52,Null,0.0,3.575430762,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,75.28796162
2.349251433,UiO-66,0.52,Null,0.0,3.88547367,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,75.28796162
2.349251433,UiO-66,0.1667,Null,0.0,4.753590191,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,75.28796162
1.847082637,UiO-66,0.1667,Null,0.0,4.736198448,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,73.71925152
1.847082637,UiO-66,0.1667,Null,0.0,4.663439094,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,73.71925152
1.847082637,UiO-66,6.42,Null,0.0,4.564348191,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,73.71925152
1.847082637,UiO-66,6.42,Null,0.0,5.067015628,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,73.71925152
1.847082637,UiO-66,6.42,Null,0.0,1.071583616,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,73.71925152
1.537907826,UiO-66,6.42,Null,0.0,5.429345629,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,67.62638982
1.537907826,UiO-66,6.42,Null,0.0,5.384495063,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,67.62638982
1.537907826,UiO-66,6.42,Null,0.0,5.509388337,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,67.62638982
1.537907826,UiO-66,6.18,Null,0.0,5.85220248,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,67.62638982
1.537907826,UiO-66,6.18,Null,0.0,6.104793232,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,67.62638982
1.218698049,UiO-66,6.18,Null,0.0,6.327936784,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,42.00226222
1.218698049,UiO-66,6.18,Null,0.0,6.03787092,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,42.00226222
1.218698049,UiO-66,6.18,Null,0.0,4.479606963,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,42.00226222
1.218698049,UiO-66,6.18,Null,0.0,4.523960131,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,42.00226222
1.218698049,UiO-66,1.61,Null,0.0,4.573679519,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,42.00226222
1.013429226,UiO-66,1.61,Null,0.0,4.647271362,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,71.48715578
1.013429226,UiO-66,1.61,Null,0.0,4.579852378,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,71.48715578
1.013429226,UiO-66,1.61,Null,0.0,4.604169686,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,71.48715578
1.013429226,UiO-66,1.61,Null,0.0,4.573679519,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,71.48715578
1.013429226,UiO-66,1.61,Null,0.0,4.604169686,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,71.48715578
0.805001309,UiO-66,0.38626072,Null,0.0,4.717605615,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,87.85434828
0.805001309,UiO-66,0.38626072,Null,0.0,4.717605615,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,87.85434828
0.805001309,UiO-66,0.38626072,Null,0.0,4.717605615,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,87.85434828
0.805001309,UiO-66,0.38626072,Null,0.0,4.717605615,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,87.85434828
0.805001309,UiO-66,0.38626072,Null,0.0,4.817859279,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,87.85434828
0.700505855,UiO-66,0.35846773,Null,0.0,4.188138442,MOF-derived,250.0,2.0,180.0,40,3.0,9.392661929,60.715287
0.700505855,UiO-66,0.35846773,Null,0.0,4.753590191,MOF-derived,250.0,2.0,200.0,40,3.0,9.392661929,60.715287
0.700505855,UiO-66,0.35846773,Null,0.0,4.852030264,MOF-derived,250.0,2.0,220.0,40,3.0,9.392661929,60.715287
0.700505855,UiO-66,0.35846773,Null,0.0,4.744932128,MOF-derived,250.0,2.0,240.0,40,3.0,9.392661929,60.715287
0.700505855,UiO-66,0.35846773,Null,0.0,4.644390899,MOF-derived,250.0,2.0,260.0,40,3.0,9.392661929,60.715287
0.78,Null,0.0,Zr,0.091,0.955511445,Co-precipitation,350.0,5.0,200.0,30,3.0,10.08580911,16.28520023
0.78,Null,0.0,Zr,0.091,3.095577609,Co-precipitation,350.0,5.0,220.0,30,3.0,10.08580911,16.28520023
0.78,Null,0.0,Zr,0.091,3.095577609,Co-precipitation,350.0,5.0,240.0,30,3.0,10.08580911,16.28520023
0.78,Null,0.0,Zr,0.091,3.095577609,Co-precipitation,350.0,5.0,260.0,30,3.0,10.08580911,16.28520023
0.78,Null,0.0,Zr,0.091,3.095577609,Co-precipitation,350.0,5.0,280.0,30,3.0,10.08580911,16.28520023
0.78,Null,0.0,Zr,0.091,3.148453361,Co-precipitation,350.0,5.0,300.0,30,3.0,10.08580911,16.28520023
0.58,Null,0.0,Zr,0.18,3.148453361,Co-precipitation,350.0,5.0,200.0,30,3.0,10.08580911,33.92926404
0.58,Null,0.0,Zr,0.18,3.148453361,Co-precipitation,350.0,5.0,220.0,30,3.0,10.08580911,33.92926404
0.58,Null,0.0,Zr,0.18,3.148453361,Co-precipitation,350.0,5.0,240.0,30,3.0,10.08580911,33.92926404
0.58,Null,0.0,Zr,0.18,3.47506723,Co-precipitation,350.0,5.0,260.0,30,3.0,10.08580911,33.92926404
0.58,Null,0.0,Zr,0.18,3.47506723,Co-precipitation,350.0,5.0,280.0,30,3.0,10.08580911,33.92926404
0.39,Null,0.0,Zr,0.27,3.47506723,Co-precipitation,350.0,5.0,200.0,30,3.0,10.08580911,53.96221723
0.39,Null,0.0,Zr,0.27,2.667228207,Co-precipitation,350.0,5.0,220.0,30,3.0,10.08580911,53.96221723
0.39,Null,0.0,Zr,0.27,2.667228207,Co-precipitation,350.0,5.0,240.0,30,3.0,10.08580911,53.96221723
0.39,Null,0.0,Zr,0.27,2.667228207,Co-precipitation,350.0,5.0,260.0,30,3.0,10.08580911,53.96221723
0.39,Null,0.0,Zr,0.27,2.667228207,Co-precipitation,350.0,5.0,280.0,30,3.0,10.08580911,53.96221723
0.19,Null,0.0,Zr,0.36,3.543853682,Co-precipitation,350.0,5.0,220.0,30,3.0,10.08580911,23.39063723
0.19,Null,0.0,Zr,0.36,3.543853682,Co-precipitation,350.0,5.0,240.0,30,3.0,10.08580911,23.39063723
0.19,Null,0.0,Zr,0.36,3.543853682,Co-precipitation,350.0,5.0,260.0,30,3.0,10.08580911,23.39063723
0.19,Null,0.0,Zr,0.36,3.543853682,Co-precipitation,350.0,5.0,280.0,30,3.0,10.08580911,23.39063723
0.1667,Mn,0.1667,Zr,0.1667,5.545177444,Sol-gel,650.0,4.0,230.0,50,3.0,8.29404964,23.62965027
0.1667,Mn,0.1667,Zr,0.1667,5.545177444,Sol-gel,650.0,4.0,240.0,50,3.0,8.29404964,23.62965027
0.1667,Mn,0.1667,Zr,0.1667,5.545177444,Sol-gel,650.0,4.0,250.0,50,3.0,8.29404964,23.62965027
0.1667,Mn,0.1667,Zr,0.1667,5.545177444,Sol-gel,650.0,4.0,260.0,50,3.0,8.29404964,23.62965027
0.729,Null,0.0,Zr,0.209,5.442417711,Deposition-coprecipitation,430.0,3.0,200.0,20,3.0,8.517193191,6.647597691
0.729,Null,0.0,Zr,0.209,5.442417711,Deposition-coprecipitation,430.0,3.0,220.0,20,3.0,8.517193191,6.647597691
0.729,Null,0.0,Zr,0.209,5.442417711,Deposition-coprecipitation,430.0,3.0,240.0,20,3.0,8.517193191,6.647597691
0.729,Null,0.0,Zr,0.209,6.09356977,Deposition-coprecipitation,430.0,3.0,260.0,20,3.0,8.517193191,6.647597691
0.729,Null,0.0,Zr,0.627,5.521460918,Deposition-coprecipitation,430.0,3.0,200.0,20,3.0,8.517193191,14.28015498
0.729,Null,0.0,Zr,0.627,5.521460918,Deposition-coprecipitation,430.0,3.0,220.0,20,3.0,8.517193191,14.28015498
0.729,Null,0.0,Zr,0.627,5.521460918,Deposition-coprecipitation,430.0,3.0,240.0,20,3.0,8.517193191,14.28015498
0.729,Null,0.0,Zr,0.627,5.521460918,Deposition-coprecipitation,430.0,3.0,260.0,20,3.0,8.517193191,14.28015498
0.729,Null,0.0,Zr,0.627,4.875197323,Deposition-coprecipitation,600.0,2.0,200.0,20,3.0,8.517193191,16.74686843
0.729,Null,0.0,Zr,0.627,4.088606406928944,Deposition-coprecipitation,600.0,2.0,220.0,20,3.0,8.517193191,16.74686843
0.729,Null,0.0,Zr,0.627,4.792485402621656,Deposition-coprecipitation,600.0,2.0,240.0,20,3.0,8.517193191,16.74686843
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,225.0,20,3.0,9.392661929,13.37471353
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,250.0,20,3.0,9.392661929,13.37471353
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,275.0,20,3.0,9.392661929,13.37471353
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,300.0,20,3.0,9.392661929,13.37471353
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,225.0,20,3.0,9.392661929,14.18265587
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,250.0,20,3.0,9.392661929,14.18265587
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,275.0,20,3.0,9.392661929,14.18265587
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,225.0,20,3.0,9.392661929,55.37890515
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,250.0,20,3.0,9.392661929,55.37890515
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,275.0,20,3.0,9.392661929,55.37890515
0.5,Null,0.0,Null,0.0,2.701361213,Co-precipitation,350.0,2.0,300.0,20,3.0,9.392661929,55.37890515
1.0,N_C/S,20.0,Null,0.0,2.701361213,Impregnation,350.0,2.0,200.0,15,3.0,9.187685681,36.99928359
1.0,N_C/S,20.0,Null,0.0,2.701361213,Impregnation,350.0,2.0,220.0,15,3.0,9.187685681,36.99928359
1.0,N_C/S,20.0,Null,0.0,2.701361213,Impregnation,350.0,2.0,240.0,15,3.0,9.187685681,36.99928359
1.0,N_C/S,20.0,Null,0.0,4.276666119,Impregnation,350.0,2.0,250.0,15,3.0,9.187685681,36.99928359
0.344,Mg,2.487,Al,1.72,4.007333185,Co-precipitation,400.0,3.0,250.0,30,3.0,9.61580548,42.50712621
0.344,Mg,2.487,Al,1.72,4.007333185,Co-precipitation,400.0,3.0,260.0,30,3.0,9.61580548,42.50712621
0.344,Mg,2.487,Al,1.72,3.871201011,Co-precipitation,400.0,3.0,270.0,30,3.0,9.61580548,42.50712621
0.545,Mg,2.188,Al,1.795,3.871201011,Co-precipitation,400.0,3.0,250.0,30,3.0,9.61580548,22.57638714
0.545,Mg,2.188,Al,1.795,3.871201011,Co-precipitation,400.0,3.0,260.0,30,3.0,9.61580548,22.57638714
0.545,Mg,2.188,Al,1.795,4.110873864,Co-precipitation,400.0,3.0,270.0,30,3.0,9.61580548,22.57638714
0.641,Mg,2.226,Al,1.919,4.110873864,Co-precipitation,400.0,3.0,250.0,30,3.0,9.61580548,12.03163284
0.641,Mg,2.226,Al,1.919,4.110873864,Co-precipitation,400.0,3.0,260.0,30,3.0,9.61580548,12.03163284
0.641,Mg,2.226,Al,1.919,3.828641396,Co-precipitation,400.0,3.0,270.0,30,3.0,9.61580548,12.03163284
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,170.0,20,3.0,10.77895629,61.20937373
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,180.0,20,3.0,10.77895629,61.20937373
0.5,Null,0.0,Null,0.0,5.47478851,Co-precipitation,450.0,4.0,190.0,20,3.0,10.77895629,61.20937373
